고객ID ,데이터셋 구분,보험사기자여부,성별,연령,주택가격,거주TYPE,FP경력,고객등록년월,시도구분,직업그룹코드1,직업그룹코드2,납입총보험료,신용등급(최소),신용등급(최대),결혼여부,배우자직업그룹코드1,배우자직업그룹코드2,자녀수,막내자녀연령,최대보험료연월,최대보험료,고객추정소득,추정가구소득1,추정가구소득2
14952,1,N,1,49,17777,20,N,199812,울산,6.제조업,운전직,24318965,,,Y,1.주부,주부,2,18,,,4980,5745,4980
6416,1,N,1,24,14027,20,N,200603,경북,8.기타,학생,,6,6,N,,,0,0,,,0,7825,7372
3518,1,N,2,34,13318,12,N,200306,서울,8.기타,학생,,,,N,,,0,0,,,0,3778,3702
8806,1,N,2,23,89722,20,N,200911,서울,8.기타,학생,,6,6,N,,,0,0,,,0,10845,10662
12481,1,N,2,29,6906,12,N,200306,인천,4.전문직,교사,12350024,,,N,,,0,0,,,2919,5242,2919
21948,1,N,1,62,84677,11,N,200503,경기,3.사무직,사무직,,,,Y,1.주부,주부,0,0,,,,10356,10310
6534,1,N,2,10,13136,12,N,200805,대구,8.기타,학생,,6,6,N,,,0,0,,,,5082,4966
8888,1,N,1,42,0,,N,201201,서울,3.사무직,사무직,,,,N,,,0,0,,,5414,0,5414
15797,1,N,1,17,7361,20,N,200306,전북,8.기타,학생,,,,N,,,0,0,,,,3000,3000
10309,1,N,2,21,5833,30,N,200306,충남,8.기타,학생,,6,6,N,,,0,0,,,0,2622,2597
21439,1,N,1,34,37292,12,N,200306,서울,8.기타,학생,,,,N,,,0,0,,,0,7627,7203
10301,1,N,1,21,26111,20,N,200306,경기,8.기타,학생,,6,6,N,,,0,0,,,0,6805,6580
2416,1,N,2,17,0,,N,200306,경북,8.기타,학생,,,,N,,,0,0,,,,0,0
17888,1,N,2,25,9166,30,N,201210,경기,3.사무직,사무직,,6,99,N,,,0,0,,,2426,4929,2426
18033,1,N,2,53,13333,20,Y,200209,경기,1.주부,주부,46087726,1,6,Y,6.제조업,운전직,1,27,,,0,6374,3834
5971,1,N,1,19,34562,11,N,200306,경기,8.기타,학생,,,,N,,,0,0,,,,5796,5695
5983,1,N,1,19,15555,20,N,200306,경기,8.기타,학생,,6,6,N,,,0,0,,,,5375,5375
10524,1,N,1,22,8333,20,N,200307,경북,8.기타,학생,,,,N,,,0,0,,,0,2716,2707
1252,1,N,1,37,18333,20,N,200306,경기,3.사무직,사무직,,6,6,N,,,0,0,,,3821,5879,3821
13264,1,N,1,7,5209,11,N,201005,충남,8.기타,학생,,,,N,,,0,0,,,,3664,3646
648,2,,1,55,11111,20,N,200306,전북,6.제조업,2차산업 종사자,,6,6,Y,1.주부,주부,2,23,,,4812,6144,4812
16839,1,N,1,37,5454,11,N,200306,전남,5.서비스,2차산업 종사자,,,,N,,,0,0,,,3607,3389,3607
13052,1,N,2,30,33333,20,N,200609,경기,8.기타,학생,,,,N,,,0,0,,,0,9863,9863
3640,1,N,1,25,2222,30,N,200306,경북,8.기타,학생,,,,N,,,0,0,,,0,4350,4350
8496,1,N,2,22,0,60,N,200411,경남,8.기타,학생,,6,6,N,,,0,0,,,0,0,0
5982,1,N,1,19,9408,99,N,200306,대구,8.기타,학생,,,,N,,,0,0,,,,0,0
19973,1,N,1,18,11527,30,N,200907,인천,8.기타,학생,,6,6,N,,,0,0,,,,4577,4542
1679,1,N,1,18,28750,20,N,200309,서울,8.기타,학생,,,,N,,,0,0,,,,6759,6823
8889,1,N,1,33,17222,20,N,201201,대구,4.전문직,전문직,,6,6,N,,,0,0,,,3515,5441,3515
10231,2,,2,27,2245,13,N,200306,제주,8.기타,학생,,,,N,,,0,0,,,0,0,0
2508,1,N,1,70,11420,99,N,200306,경북,7.1차산업,1차산업 종사자,,,,Y,1.주부,주부,1,34,,,,0,3294
226,1,N,2,75,6944,30,N,200306,경기,1.주부,주부,,,,N,,,0,0,,,,1336,1322
17052,1,N,1,22,21944,20,N,200306,경기,8.기타,학생,,6,6,N,,,0,0,,,0,5437,5222
5173,1,N,1,55,19099,12,N,200306,대구,6.제조업,2차산업 종사자,1890000,3,6,Y,1.주부,주부,2,23,,,3669,6912,3669
12616,1,N,1,19,4529,99,N,200306,경남,8.기타,학생,,6,6,N,,,0,0,,,,0,0
13597,1,N,2,74,0,,N,200306,서울,8.기타,기타,,,,Y,6.제조업,운전직,0,0,,,,0,
14872,1,N,2,18,21369,30,N,200306,서울,8.기타,학생,,6,6,N,,,0,0,,,,5137,5068
10801,1,N,1,45,17361,20,N,200607,대구,3.사무직,사무직,,,,Y,1.주부,주부,0,0,,,5823,0,5823
6965,1,N,1,15,107447,11,N,200306,서울,8.기타,학생,,,,N,,,0,0,,,,11183,10997
5273,1,N,2,52,18055,20,N,200306,경북,,,,,,Y,3.사무직,사무직,1,27,,,4004,7710,9447
13318,1,N,2,31,2029,13,N,201206,강원,1.주부,주부,,6,6,Y,8.기타,단순 노무직,0,0,,,0,4166,3975
11080,1,N,2,6,11666,20,N,201110,인천,8.기타,학생,,6,6,N,,,0,0,,,,5566,5512
13051,1,N,1,58,16155,20,N,200609,경기,6.제조업,운전직,,,,Y,4.전문직,교육관련직,2,25,,,5081,6399,9595
21796,1,N,1,22,13218,20,N,199510,인천,8.기타,학생,,6,6,N,,,0,0,,,0,6217,6101
21511,1,N,1,27,2361,30,N,200306,경북,6.제조업,2차산업 종사자,,6,6,N,,,0,0,,,2770,1894,2770
8124,1,N,1,23,10366,12,N,200306,대구,8.기타,학생,,,,N,,,0,0,,,0,5861,0
1376,1,N,1,28,26666,20,N,200306,울산,3.사무직,3차산업 종사자,,6,6,N,,,0,0,,,3049,9390,3049
16969,1,N,2,28,1530,13,N,200306,경남,8.기타,학생,,,,N,,,0,0,,,0,2069,2061
10320,1,N,2,20,15328,99,N,200306,경기,8.기타,학생,,6,6,N,,,0,0,,,0,0,0
17400,1,N,1,15,19027,20,N,200408,경기,8.기타,학생,,,,N,,,0,0,,,,5486,5486
9138,1,N,1,15,0,,N,200306,부산,8.기타,학생,,,,N,,,0,0,,,,0,0
9562,1,N,2,55,51250,20,N,200306,서울,1.주부,주부,,,,Y,3.사무직,사무직,2,13,,,0,11171,5872
22007,1,N,1,12,30555,20,N,200509,경북,8.기타,학생,,,,N,,,0,0,,,,8714,8717
183,1,N,2,17,29444,20,N,200306,인천,8.기타,학생,,,,N,,,0,0,,,,7949,7811
21437,1,N,2,34,3480,12,N,200306,광주,8.기타,학생,17942582,,,N,,,0,0,,,0,2233,2224
12772,1,N,1,18,21860,12,N,200306,서울,8.기타,학생,,,,N,,,0,0,,,,4128,4055
7283,1,N,1,58,18003,12,N,200306,서울,3.사무직,기업/단체 임원,,,,Y,3.사무직,기업/단체 임원,1,22,,,4966,6810,9971
10254,1,N,1,26,6388,20,N,200306,경기,8.기타,학생,,,,N,,,0,0,,,0,2269,2282
17544,1,N,1,30,7815,11,N,200602,세종,7.1차산업,1차산업 종사자,,5,99,N,,,0,0,,,2634,5323,2634
4125,1,N,1,15,14506,11,N,200509,부산,8.기타,학생,,,,N,,,0,0,,,,4739,4472
15498,1,N,1,58,7208,12,N,201007,대전,5.서비스,2차산업 종사자,,6,6,Y,1.주부,주부,2,30,,,4985,5363,4985
1547,1,N,1,52,0,,N,200306,,,,,,,N,,,0,0,,,4796,0,4796
13077,1,N,2,14,32777,20,N,200611,경기,8.기타,학생,,,,N,,,0,0,,,,8788,8742
10853,1,N,1,18,9854,99,N,200703,경북,8.기타,학생,,,,N,,,0,0,,,,0,0
15591,1,N,1,37,0,,N,201312,서울,3.사무직,사무직,,,,N,,,0,0,,,4568,0,4568
5240,1,N,1,53,22777,20,N,200303,인천,5.서비스,2차산업 종사자,,7,7,Y,5.서비스,2차산업 종사자,2,16,,,5889,8802,9571
16889,1,N,1,34,5255,12,N,200306,충북,3.사무직,사무직,10843648,6,6,N,,,0,0,,,3559,3578,3559
7285,1,N,1,58,12916,20,N,200306,경북,6.제조업,운전직,3208800,,,Y,1.주부,주부,3,20,,,4869,6181,4869
8639,1,N,2,36,21527,20,N,200609,인천,1.주부,주부,11787046,,,N,,,0,0,,,0,6302,6283
13281,2,,1,9,15555,20,N,201102,경기,8.기타,학생,,6,6,N,,,0,0,,,,5178,5096
13744,1,N,1,63,12071,99,N,200306,서울,3.사무직,사무직,,,,Y,1.주부,주부,2,31,,,,0,10028
22365,1,N,1,55,60972,20,N,201209,서울,3.사무직,사무직,,6,6,Y,3.사무직,사무직,2,18,,,7795,11053,13281
9831,2,,1,47,0,,N,200306,서울,3.사무직,사무직,2120000,,,Y,3.사무직,사무직,2,13,,,6049,0,10076
12315,1,N,1,39,1823,11,N,200306,전남,8.기타,학생,5858244,,,N,,,0,0,,,0,0,0
2157,1,N,1,47,7499,12,N,201205,경남,5.서비스,3차산업 종사자,,7,7,N,,,0,0,,,4416,3404,4416
3646,1,Y,2,25,25555,30,N,200306,서울,8.기타,학생,,,,N,,,0,0,,,0,10175,10175
18904,1,N,1,46,28611,20,N,200306,부산,5.서비스,2차산업 종사자,10872956,6,6,Y,1.주부,주부,2,8,,,4540,7150,4540
12866,1,N,1,68,28333,20,N,200406,경기,3.사무직,사무직,,,,N,,,0,0,,,,6270,6270
9256,1,N,2,64,45694,20,N,200306,서울,8.기타,기타,20835600,6,6,Y,8.기타,기타,0,0,,,,8222,8146
6938,1,N,1,17,15416,30,N,200306,경기,8.기타,학생,,6,6,N,,,0,0,,,,5469,5524
367,1,Y,1,64,6666,20,N,200306,전남,6.제조업,운전직,,,,Y,1.주부,주부,0,0,,,,3468,3487
22161,1,N,1,13,0,,N,200803,서울,8.기타,학생,,6,6,N,,,0,0,,,,0,0
17814,1,N,1,19,54027,20,N,201006,대구,8.기타,학생,,6,6,N,,,0,0,,,,10422,9480
22075,1,N,1,27,35972,20,N,200609,서울,8.기타,학생,,,,N,,,0,0,,,0,10760,10845
1652,1,N,2,24,18333,30,N,200209,경기,8.기타,학생,,5,99,N,,,0,0,,,0,7996,7904
17098,1,N,1,19,14444,30,N,200306,서울,8.기타,학생,,6,6,N,,,0,0,,,,3502,3492
17678,1,N,1,10,8888,30,N,200712,경기,8.기타,학생,,,,N,,,0,0,,,,4377,4377
9738,1,Y,1,50,14228,12,N,200306,광주,5.서비스,2차산업 종사자,2722500,8,8,N,,,0,0,,,4898,3585,4898
15429,1,N,1,23,25277,20,N,200812,대전,8.기타,학생,,6,6,N,,,0,0,,,0,9544,9783
21897,1,N,1,20,5781,20,N,200407,경남,8.기타,학생,,6,99,N,,,0,0,,,0,2808,2745
12004,1,N,1,49,32222,20,N,200306,경기,4.전문직,교사,4881134,6,6,Y,3.사무직,사무직,2,10,,,5182,10174,10137
2091,1,N,2,7,5138,30,N,201004,대전,8.기타,학생,,6,6,N,,,0,0,,,,3647,3631
1701,1,N,2,35,21111,20,N,200312,대구,3.사무직,사무직,14055132,6,6,Y,3.사무직,공무원,1,8,,,3288,4771,7999
9056,2,,1,59,23750,20,N,199910,인천,2.자영업,자영업,41142800,8,8,Y,5.서비스,3차산업 종사자,2,18,,,5787,8250,8902
8318,1,N,2,33,31111,20,N,200202,경남,4.전문직,교육관련직,23592831,0,6,N,,,0,0,,,3506,8351,3506
12108,1,N,1,46,8170,12,N,200306,인천,6.제조업,운전직,34200,8,8,Y,1.주부,주부,1,15,,,4432,3321,4432
12347,1,N,2,38,44444,20,N,200306,서울,8.기타,학생,18350352,,,N,,,0,0,,,0,9939,9922
6124,1,N,1,31,28333,20,N,101,부산,2.자영업,자영업,,,,N,,,0,0,,,3292,7124,3292
12886,1,N,2,27,32638,20,N,200408,서울,4.전문직,의료직 종사자,1671897,6,6,Y,5.서비스,2차산업 종사자,0,0,,,2846,9909,6207
15561,1,N,2,5,0,,N,201212,,3.사무직,사무직,,,,N,,,0,0,,,,0,0
12392,1,N,2,36,0,,N,200306,강원,3.사무직,단순 사무직,,6,6,N,,,0,0,,,2940,0,2940
6472,1,N,2,15,8739,40,N,200702,경북,8.기타,학생,,,,N,,,0,0,,,,3725,0
3846,1,N,1,37,37250,20,N,200109,서울,8.기타,학생,,,,N,,,0,0,,,0,10865,10936
6203,1,N,2,33,7395,12,N,200401,경기,8.기타,학생,13934620,,,N,,,0,0,,,0,3656,3622
4546,1,N,2,25,27777,20,N,201503,경기,3.사무직,사무직,,5,99,N,,,0,0,,,2495,9627,2495
20499,1,N,1,65,32288,11,N,200306,경기,7.1차산업,1차산업 종사자,4025026,6,6,Y,8.기타,기타,0,0,,,,5002,4891
1958,1,N,1,15,9305,20,N,200708,경남,8.기타,학생,,6,6,N,,,0,0,,,,3661,3701
4243,2,,1,11,8989,11,N,200702,경남,8.기타,학생,,,,N,,,0,0,,,,3879,3941
21826,1,N,1,34,28472,20,N,200310,대전,8.기타,학생,,6,6,N,,,0,0,,,0,7994,7994
425,1,N,1,62,0,,N,200306,강원,7.1차산업,1차산업 종사자,,6,6,Y,5.서비스,3차산업 종사자,2,26,,,,0,
12793,1,N,2,14,10805,99,N,200309,경기,8.기타,학생,,,,N,,,0,0,,,,0,0
12634,1,N,1,18,6973,11,N,200306,부산,8.기타,학생,,,,N,,,0,0,,,,3756,3734
20056,2,,2,17,7777,20,N,201106,인천,8.기타,학생,,6,6,N,,,0,0,,,,3748,3748
21792,1,N,1,23,12384,99,N,200205,경남,8.기타,학생,,,,N,,,0,0,,,0,0,0
6019,1,N,2,61,18333,20,N,200205,광주,2.자영업,자영업,,6,6,N,,,0,0,,,,5844,5742
7705,1,Y,1,46,19861,20,N,200306,인천,2.자영업,자영업,,,,N,,,0,0,,,5111,5377,5111
17089,1,N,2,19,3282,12,N,200306,전북,8.기타,학생,,,,N,,,0,0,,,,2655,2679
19388,1,N,1,19,4792,13,N,200306,서울,8.기타,학생,,,,N,,,0,0,,,,2609,2598
21982,1,N,1,15,15138,20,N,200507,대구,8.기타,학생,,,,N,,,0,0,,,,4573,4397
12846,1,N,1,29,25980,11,N,200403,경기,7.1차산업,1차산업 종사자,,5,5,N,,,0,0,,,3153,6714,3153
10384,2,,2,55,7851,99,N,200201,대구,1.주부,주부,,6,6,Y,3.사무직,고위 공무원,3,28,,,0,0,5180
17676,1,N,1,26,17500,20,N,200712,경남,6.제조업,2차산업 종사자,12968377,6,6,N,,,0,0,,,2799,3784,2799
17801,1,N,1,45,10784,30,N,201003,인천,5.서비스,2차산업 종사자,,6,6,Y,2.자영업,자영업,0,0,,,4513,3738,8798
2862,1,N,1,56,25416,20,N,200306,울산,5.서비스,2차산업 종사자,2400000,,,Y,1.주부,주부,2,26,,,5320,9410,5320
15161,1,N,2,13,12159,12,N,200410,인천,8.기타,학생,,,,N,,,0,0,,,,4483,4455
11375,1,N,1,14,16206,40,N,200306,부산,8.기타,학생,,,,N,,,0,0,,,,5071,4829
5749,1,N,1,35,10028,40,N,200306,경기,7.1차산업,1차산업 종사자,,5,6,N,,,0,0,,,3584,2432,3584
3682,1,N,1,22,0,,N,200306,경기,8.기타,학생,,,,N,,,0,0,,,0,0,0
4247,1,N,2,26,8333,20,N,200703,전남,8.기타,학생,,,,N,,,0,0,,,0,6343,6429
19400,2,,1,18,6749,11,N,200306,경남,8.기타,학생,,,,N,,,0,0,,,,3122,3042
14481,1,N,1,41,15604,30,N,200306,경기,3.사무직,사무직,2626248,6,6,N,,,0,0,,,3728,4411,3728
21929,1,N,1,13,11336,30,N,200412,경기,8.기타,학생,,6,6,N,,,0,0,,,,4726,4642
7908,1,N,1,37,4425,20,N,200306,충남,5.서비스,2차산업 종사자,35050,10,10,N,,,0,0,,,3544,2633,3544
6492,1,Y,1,16,5972,20,N,200705,부산,8.기타,학생,1896300,,,N,,,0,0,,,,3353,3353
14437,1,N,1,43,7087,50,N,200306,경기,3.사무직,사무직,26343460,,,N,,,0,0,,,4144,3516,4144
14727,1,N,1,29,70833,30,N,200306,서울,8.기타,학생,,6,6,N,,,0,0,,,0,12978,12978
1732,2,,2,15,12222,20,N,200404,경기,8.기타,학생,,,,N,,,0,0,,,,4863,4863
18655,1,N,1,53,16140,40,N,200306,경기,5.서비스,2차산업 종사자,5133900,,,Y,3.사무직,단순 사무직,2,24,,,4984,6644,8918
21879,1,N,2,37,20898,30,N,200404,서울,1.주부,주부,,,,N,,,0,0,,,0,7013,7135
14400,1,N,2,44,0,,N,200306,,8.기타,학생,,,,N,,,0,0,,,0,0,0
8069,1,N,1,27,32777,20,N,200306,서울,8.기타,학생,,,,N,,,0,0,,,0,6412,6325
12741,2,,2,31,29305,20,N,200211,경기,8.기타,학생,7328182,,,N,,,0,0,,,0,7989,7989
97,1,N,2,65,13194,30,Y,198803,대구,8.기타,기타,,6,7,N,,,0,0,,,,4824,4667
5896,1,N,1,24,11111,20,N,200306,경남,8.기타,학생,,6,6,N,,,0,0,,,0,7221,7221
4752,1,N,2,77,0,,N,200306,서울,5.서비스,3차산업 종사자,,,,Y,2.자영업,자영업,0,0,,,,0,0
8516,2,,1,27,24861,20,N,200502,인천,8.기타,학생,,,,N,,,0,0,,,0,0,0
7885,2,,1,38,16111,20,N,200306,인천,3.사무직,사무직,9206960,,,N,,,0,0,,,3882,4711,3882
8204,1,N,1,16,5066,30,N,200102,경북,8.기타,학생,,,,N,,,0,0,,,,2779,2730
20353,1,N,1,16,5048,12,N,200306,대구,8.기타,학생,,,,N,,,0,0,,,,3691,3670
3869,1,Y,1,33,20277,20,N,101,경기,8.기타,학생,,6,6,N,,,0,0,,,0,0,0
3733,1,N,1,18,9027,20,N,200306,경남,8.기타,학생,,,,N,,,0,0,,,,2790,2812
15027,1,N,1,26,0,,N,199812,경기,5.서비스,3차산업 종사자,,6,6,N,,,0,0,,,2809,0,2809
1382,1,N,1,28,11111,30,N,200306,경기,8.기타,학생,,,,N,,,0,0,,,0,5231,5190
6701,1,N,1,57,0,,N,201204,,3.사무직,사무직,,,,N,,,0,0,,,5199,0,5199
17880,1,N,1,46,34444,30,N,201207,경기,5.서비스,3차산업 종사자,,7,7,Y,5.서비스,3차산업 종사자,0,0,,,4359,9827,7793
3182,1,N,1,47,13888,20,N,200306,경북,3.사무직,사무직,146000,7,7,Y,1.주부,주부,0,0,,,4918,6019,4918
8971,1,Y,1,66,6924,12,N,199910,전북,6.제조업,운전직,194400,,,Y,1.주부,주부,0,0,,,,0,4870
9843,1,N,1,47,7500,20,N,200306,전북,5.서비스,3차산업 종사자,277600,1,99,Y,2.자영업,자영업,4,22,,,4080,3766,8963
3456,1,Y,1,36,0,,N,200306,광주,8.기타,학생,,,,N,,,0,0,,,0,0,0
3558,1,N,1,31,22222,20,N,200306,경기,8.기타,학생,,6,6,N,,,0,0,,,0,7032,6938
21545,1,Y,1,25,17500,20,N,200306,광주,8.기타,학생,,,,N,,,0,0,,,0,8021,7865
3566,1,N,1,30,10833,20,N,200306,충북,2.자영업,자영업,,,,N,,,0,0,,,3157,6238,3157
1381,1,Y,1,28,12985,20,N,200306,전북,5.서비스,2차산업 종사자,3859530,,,N,,,0,0,,,2890,6970,2890
10737,1,N,1,44,0,,N,200511,,4.전문직,법무직 종사자,,,,N,,,0,0,,,4494,0,4494
7229,1,N,1,60,22123,20,N,200303,서울,3.사무직,사무직,,6,6,Y,1.주부,주부,2,29,,,4435,7519,4435
4519,1,N,1,19,27083,20,N,201310,대구,8.기타,학생,,6,6,N,,,0,0,,,,9027,8325
19994,1,N,2,29,5555,20,N,200912,광주,4.전문직,교육관련직,,6,6,N,,,0,0,,,2652,2524,2652
21737,1,N,1,38,0,,N,101,강원,4.전문직,전문직,,6,6,N,,,0,0,,,5048,0,5048
10619,1,N,1,52,0,,N,200406,경남,2.자영업,자영업,,,,Y,2.자영업,자영업,2,13,,,5003,0,8968
13317,1,N,2,26,21388,20,N,201206,부산,8.기타,학생,,6,6,N,,,0,0,,,0,9988,10010
12002,1,N,1,49,6888,12,N,200306,서울,4.전문직,사무직,106400,,,Y,4.전문직,의료직 종사자,1,22,,,4420,3549,8638
21099,1,N,1,46,4546,99,N,200306,경기,7.1차산업,1차산업 종사자,102600,,,Y,,,1,14,,,4122,0,4122
14892,1,N,2,14,16111,20,N,200306,경남,8.기타,학생,,6,6,N,,,0,0,,,,4788,4685
10372,1,N,1,59,10833,20,N,200201,충남,4.전문직,공무원,,,,Y,1.주부,주부,2,30,,,4812,6480,4812
7613,1,N,1,49,0,12,N,200306,전남,5.서비스,3차산업 종사자,,,,Y,1.주부,주부,1,23,,,4157,0,4157
1992,1,N,2,10,3786,99,N,200808,충남,8.기타,학생,,,,N,,,0,0,,,,0,0
18234,2,,1,67,24722,20,N,200306,부산,4.전문직,고소득의료직,,6,6,Y,3.사무직,사무직,2,33,,,,10122,
21493,1,N,1,28,3501,11,N,200306,강원,8.기타,학생,,6,6,N,,,0,0,,,0,4503,4465
19424,1,N,1,62,22222,20,N,200205,부산,3.사무직,사무직,,,,Y,1.주부,주부,2,30,,,,7707,8515
954,1,N,1,47,0,,N,200306,경북,8.기타,학생,4982000,,,N,,,0,0,,,0,0,0
3387,1,N,1,39,7511,40,N,200306,경남,2.자영업,자영업,,,,N,,,0,0,,,4783,3847,4783
10735,1,Y,2,28,5542,11,N,200511,전북,8.기타,학생,,,,N,,,0,0,,,0,4859,4814
22068,1,Y,2,16,7562,99,N,200608,경남,8.기타,학생,,6,6,N,,,0,0,,,,0,0
12580,1,N,1,22,11200,99,N,200306,경기,2.자영업,자영업,,5,99,N,,,0,0,,,2450,0,2450
3290,1,N,1,43,21666,20,N,200306,울산,3.사무직,사무직,,1,6,Y,4.전문직,예체능계 종사자,1,9,,,4894,6020,9223
3854,1,N,2,36,16017,30,N,200108,서울,3.사무직,사무직,,6,6,N,,,0,0,,,3305,5250,3305
19399,1,N,1,18,37361,20,N,200306,서울,8.기타,학생,,,,N,,,0,0,,,,9909,9887
8796,1,N,2,8,24111,11,N,200908,인천,8.기타,학생,,6,6,N,,,0,0,,,,5779,5701
12456,1,N,2,31,15555,20,N,200306,대구,8.기타,학생,7788251,,,N,,,0,0,,,0,4055,3890
17783,1,N,2,36,19305,20,N,200909,경기,1.주부,주부,,6,6,Y,5.서비스,3차산업 종사자,0,0,,,0,5996,4651
3237,1,N,1,45,0,,N,200303,,,,,,,N,,,0,0,,,4549,0,4549
12952,1,N,1,22,22777,20,N,200505,경기,8.기타,학생,,6,6,N,,,0,0,,,0,5541,5415
20673,1,N,1,59,4604,99,N,200306,강원,6.제조업,운전직,38430,,,Y,2.자영업,자영업,1,30,,,4294,0,8620
7475,1,N,1,53,0,,N,200306,경북,,,606000,,,N,,,0,0,,,4804,0,4804
1553,1,N,1,49,0,,N,101,서울,3.사무직,공무원,,,,Y,4.전문직,교육관련직,0,0,,,4772,0,8746
16827,1,N,1,37,14583,20,N,200306,경기,5.서비스,3차산업 종사자,,,,N,,,0,0,,,3887,4012,3887
14195,1,N,1,50,8265,99,N,200306,경남,3.사무직,사무직,,,,Y,1.주부,주부,0,0,,,5369,0,5369
21651,1,N,2,70,24444,20,N,101,부산,1.주부,주부,,,,N,,,0,0,,,,5872,5892
14730,1,N,1,29,12222,20,N,200306,충남,3.사무직,사무직,,6,6,N,,,0,0,,,2910,4612,2910
9683,1,N,1,51,6673,30,N,200306,인천,6.제조업,운전직,,,,Y,8.기타,단순 노무직,3,17,,,3964,4958,6732
15160,1,N,1,42,16239,12,N,200410,서울,4.전문직,전문직,,,,N,,,0,0,,,4481,5348,4481
15035,1,N,1,24,60515,11,N,199902,경남,8.기타,학생,,,,N,,,0,0,,,0,10995,10882
4344,1,N,1,59,0,,N,200902,충남,3.사무직,사무직,,,,N,,,0,0,,,6005,0,6005
12807,2,,1,14,19140,11,N,200310,울산,8.기타,학생,,6,6,N,,,0,0,,,,5541,5325
19351,1,N,2,21,10251,30,N,200306,경기,8.기타,학생,,6,6,N,,,0,0,,,0,3581,3564
2237,1,N,1,67,12553,40,N,199910,부산,5.서비스,3차산업 종사자,6747400,,,Y,1.주부,주부,0,0,,,,3906,4018
15437,1,N,1,26,6613,12,N,200902,경기,8.기타,학생,,4,99,N,,,0,0,,,0,2397,2366
12431,1,N,2,33,12222,20,N,200306,서울,3.사무직,사무직,,,,N,,,0,0,,,3239,4104,3239
17855,1,N,1,72,0,,N,,,,,,6,6,,,,,,,,,0,
17600,1,N,2,11,50972,20,N,200609,서울,8.기타,학생,,,,N,,,0,0,,,,9832,9068
14905,1,N,1,61,42638,20,N,200302,서울,6.제조업,운전직,,,,Y,1.주부,주부,2,29,,,,9384,10023
6335,1,N,2,22,18055,20,N,200505,경기,8.기타,학생,,6,6,N,,,0,0,,,0,5747,5658
1908,1,N,2,13,5694,30,N,200609,대구,8.기타,학생,,,,N,,,0,0,,,,3450,3379
17336,1,N,1,14,17361,30,N,200401,경기,8.기타,학생,,6,6,N,,,0,0,,,,5903,5849
12625,1,N,1,18,0,,N,200306,강원,8.기타,학생,,,,N,,,0,0,,,,0,0
8907,1,N,1,6,0,,N,201211,광주,8.기타,학생,,6,6,N,,,0,0,,,,0,0
22166,1,N,1,35,34444,20,N,200803,경기,3.사무직,사무직,,6,6,N,,,0,0,,,4006,8197,4006
18759,1,N,1,50,6490,12,N,200306,서울,3.사무직,사무직,,,,N,,,0,0,,,4635,6557,4635
11953,1,N,1,50,8194,30,N,200306,경기,4.전문직,전문직,3783600,,,Y,5.서비스,3차산업 종사자,2,20,,,3911,4987,6649
8609,1,N,1,17,6922,11,N,200603,제주,8.기타,학생,,,,N,,,0,0,,,,3218,3181
6247,1,N,2,15,6570,12,N,200406,경기,8.기타,학생,,,,N,,,0,0,,,,3921,3940
19568,1,N,1,14,33472,20,N,200307,부산,8.기타,학생,,,,N,,,0,0,,,,8919,8755
2778,1,N,1,58,0,,N,200306,부산,5.서비스,2차산업 종사자,6648012,6,6,Y,1.주부,주부,1,25,,,4680,0,4680
16527,1,Y,1,48,15972,30,N,200306,서울,2.자영업,자영업,3604000,8,8,Y,1.주부,주부,0,0,,,4884,7197,4884
7946,1,N,2,36,9559,99,N,200306,충남,3.사무직,사무직,,,,Y,3.사무직,사무직,0,0,,,3128,0,7030
8695,1,N,1,59,10511,40,N,200708,대구,5.서비스,2차산업 종사자,,6,6,Y,1.주부,주부,2,30,,,4539,5939,4539
6571,1,N,2,9,0,,N,200902,경남,8.기타,학생,,,,N,,,0,0,,,,0,0
3957,1,N,2,14,0,,N,200402,대구,8.기타,학생,,,,N,,,0,0,,,,0,0
8121,1,N,1,23,22222,20,N,200306,경기,8.기타,학생,,,,N,,,0,0,,,0,8787,8487
12585,1,N,2,21,14727,12,N,200306,서울,8.기타,학생,,6,6,N,,,0,0,,,0,3961,3858
8230,1,N,1,58,53333,20,N,200306,서울,,,,,,N,,,0,0,,,5708,0,5708
6130,1,N,1,30,26111,20,N,199609,충남,3.사무직,사무직,,0,0,N,,,0,0,,,3279,7185,3279
10194,1,N,2,32,15277,30,N,200306,서울,1.주부,주부,11016408,3,6,N,,,0,0,,,0,5055,5027
17889,1,N,2,27,35000,20,N,201210,서울,8.기타,학생,,6,6,N,,,0,0,,,0,9977,9884
8831,1,N,1,40,9861,20,N,201005,경남,6.제조업,2차산업 종사자,11789210,6,6,Y,8.기타,학생,0,0,,,4085,4733,4085
4724,1,N,2,16,5483,40,N,200306,경북,8.기타,학생,,,,N,,,0,0,,,,3292,3226
10545,1,N,1,66,23180,20,N,200311,대전,3.사무직,기업/단체 임원,,,,Y,1.주부,주부,1,34,,,,0,0
8836,1,N,2,33,12222,20,N,201006,서울,4.전문직,대학교수/강사,,7,7,Y,2.자영업,자영업,1,6,,,3135,3983,6633
5752,1,N,1,35,14682,20,N,200306,인천,3.사무직,사무직,,6,6,N,,,0,0,,,3840,4834,3840
8652,1,N,2,37,30555,20,N,200612,서울,3.사무직,사무직,13811218,,,N,,,0,0,,,3582,9141,3582
